Model Year,Mfr Name,Division,Carline,Engine Displacement,# Cylinders,Transmission,City FE,Highway FE,Combined FE,Air Aspiration Method,Transmission Description,# Gears,Drive Desc,Carline Class Desc,Release Date,City CO2,Highway CO2,Combined CO2,Highway Fe
2015,aston martin,Aston Martin Lagonda Ltd,V12 Vantage S,6.0,12,Auto,12,18.0,14,Naturally Aspirated,Automated Manual,7,"2-Wheel Drive, Rear",Two Seaters,20/01/2014,742,488,628,
2015,aston martin,Aston Martin Lagonda Ltd,V8 Vantage,4.7,8,Auto,14,21.0,16,Naturally Aspirated,Automated Manual,7,"2-Wheel Drive, Rear",Two Seaters,19/05/2014,655,426,552,
2015,aston martin,Aston Martin Lagonda Ltd,V8 Vantage,4.7,8,Manual,13,19.0,15,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Two Seaters,19/05/2014,681,461,582,
2015,aston martin,Aston Martin Lagonda Ltd,V8 Vantage S,4.7,8,Auto,14,21.0,16,Naturally Aspirated,Automated Manual,7,"2-Wheel Drive, Rear",Two Seaters,19/05/2014,655,426,552,
2015,aston martin,Aston Martin Lagonda Ltd,V8 Vantage S,4.7,8,Manual,13,19.0,15,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Two Seaters,19/05/2014,681,461,582,
2015,aston martin,Aston Martin Lagonda Ltd,Vantage GT,4.7,8,Auto,14,21.0,16,Naturally Aspirated,Automated Manual,7,"2-Wheel Drive, Rear",Two Seaters,19/05/2014,655,426,552,
2015,aston martin,Aston Martin Lagonda Ltd,Vantage GT,4.7,8,Manual,13,19.0,15,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Two Seaters,19/05/2014,681,461,582,
2015,Volkswagen Group of,Audi,R8,4.2,8,Auto,14,23.0,17,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,All Wheel Drive,Two Seaters,09/06/2014,656,394,538,
2015,Volkswagen Group of,Audi,R8,4.2,8,Manual,11,20.0,14,Naturally Aspirated,Manual,6,All Wheel Drive,Two Seaters,09/06/2014,772,439,622,
2015,Volkswagen Group of,Audi,R8,5.2,10,Auto,13,22.0,16,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,All Wheel Drive,Two Seaters,09/06/2014,686,400,557,
2015,Volkswagen Group of,Audi,R8,5.2,10,Manual,12,19.0,14,Naturally Aspirated,Manual,6,All Wheel Drive,Two Seaters,09/06/2014,753,454,618,
2015,Volkswagen Group of,Audi,R8 Spyder,4.2,8,Auto,14,23.0,17,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,All Wheel Drive,Two Seaters,09/06/2014,656,394,538,
2015,Volkswagen Group of,Audi,R8 Spyder,4.2,8,Manual,11,20.0,14,Naturally Aspirated,Manual,6,All Wheel Drive,Two Seaters,09/06/2014,772,439,622,
2015,Volkswagen Group of,Audi,R8 Spyder,5.2,10,Auto,13,22.0,16,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,All Wheel Drive,Two Seaters,09/06/2014,686,400,557,
2015,Volkswagen Group of,Audi,R8 Spyder,5.2,10,Manual,12,19.0,14,Naturally Aspirated,Manual,6,All Wheel Drive,Two Seaters,09/06/2014,753,454,618,
2015,Volkswagen Group of,Audi,TT Roadster quattro,2.0,4,Auto,22,31.0,26,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,All Wheel Drive,Two Seaters,15/01/2014,395,284,345,
2015,BMW,BMW,Z4 sDrive28i,2.0,4,Auto,22,33.0,26,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Two Seaters,26/03/2014,403,266,341,
2015,BMW,BMW,Z4 sDrive28i,2.0,4,Manual,22,34.0,26,Turbocharged,Manual,6,"2-Wheel Drive, Rear",Two Seaters,26/03/2014,400,259,337,
2015,BMW,BMW,Z4 sDrive35i,3.0,6,Auto,17,24.0,20,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Two Seaters,01/04/2014,518,376,454,
2015,BMW,BMW,Z4 sDrive35i,3.0,6,Manual,19,26.0,21,Turbocharged,Manual,6,"2-Wheel Drive, Rear",Two Seaters,01/04/2014,476,340,415,
2015,BMW,BMW,Z4 sDrive35is,3.0,6,Auto,17,24.0,20,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Two Seaters,01/04/2014,518,376,454,
2015,Volkswagen Group of,Bugatti,Veyron,8.0,16,Auto,8,15.0,10,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,All Wheel Drive,Two Seaters,23/05/2014,1050,599,847,
2015,General Motors,Chevrolet,CORVETTE,6.2,8,Manual,17,29.0,21,Naturally Aspirated,Manual,7,"2-Wheel Drive, Rear",Two Seaters,10/07/2014,517,310,424,
2015,Jaguar Land Rover L,Jaguar,F-TYPE R Coupe,5.0,8,Auto,16,23.0,18,Supercharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Two Seaters,30/01/2014,570,386,487,
2015,Jaguar Land Rover L,Jaguar,F-TYPE V8 S Convertible,5.0,8,Auto,16,23.0,18,Supercharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Two Seaters,30/01/2014,570,386,487,
2015,Volkswagen Group of,Lamborghini,Aventador Coupe,6.5,12,Auto,11,18.0,13,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,All Wheel Drive,Two Seaters,04/07/2014,836,481,676,
2015,Volkswagen Group of,Lamborghini,Aventador Roadster,6.5,12,Auto,10,16.0,12,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,All Wheel Drive,Two Seaters,04/07/2014,902,547,742,
2015,Volkswagen Group of,Lamborghini,Huracan,5.2,10,Auto,14,20.0,16,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,All Wheel Drive,Two Seaters,12/05/2014,629,441,544,
2015,Volkswagen Group of,Lamborghini,Veneno Roadster,6.5,12,Auto,11,17.0,13,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,All Wheel Drive,Two Seaters,04/07/2014,831,523,692,
2015,MAZDA,MAZDA,MX-5,2.0,4,Auto,21,28.0,23,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Rear",Two Seaters,25/04/2014,423,316,375,
2015,MAZDA,MAZDA,MX-5,2.0,4,Manual,22,28.0,25,Naturally Aspirated,Manual,5,"2-Wheel Drive, Rear",Two Seaters,25/04/2014,390,315,356,
2015,MAZDA,MAZDA,MX-5,2.0,4,Manual,21,28.0,24,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Two Seaters,25/04/2014,411,314,368,
2015,Mercedes-Benz,Mercedes-Benz,SL 400,3.0,8,Auto,20,27.0,23,Turbocharged,Automatic,7,"2-Wheel Drive, Rear",Two Seaters,25/07/2014,444,327,392,
2015,Mercedes-Benz,Mercedes-Benz,SL 550,4.7,8,Auto,17,24.0,20,Turbocharged,Automatic,7,"2-Wheel Drive, Rear",Two Seaters,15/07/2014,506,364,442,
2015,Mercedes-Benz,Mercedes-Benz,SL 65 AMG,6.0,12,Auto,14,21.0,17,Turbocharged,Automatic,7,"2-Wheel Drive, Rear",Two Seaters,14/07/2014,633,423,539,
2015,Mercedes-Benz,Mercedes-Benz,SLK 250,1.8,4,Auto,23,33.0,26,Turbocharged,Automatic,7,"2-Wheel Drive, Rear",Two Seaters,10/07/2014,393,273,339,
2015,Mercedes-Benz,Mercedes-Benz,SLK 250,1.8,4,Manual,22,32.0,26,Turbocharged,Manual,6,"2-Wheel Drive, Rear",Two Seaters,10/07/2014,397,276,343,
2015,Mercedes-Benz,Mercedes-Benz,SLK 350,3.5,6,Auto,21,29.0,24,Naturally Aspirated,Automatic,7,"2-Wheel Drive, Rear",Two Seaters,14/07/2014,419,307,368,
2015,Mercedes-Benz,Mercedes-Benz,SLS AMG GT Coupe,6.2,8,Auto,13,19.0,15,Naturally Aspirated,Automated Manual,7,"2-Wheel Drive, Rear",Two Seaters,22/04/2014,688,475,592,
2015,Mercedes-Benz,Mercedes-Benz,SLS AMG GT Roadster,6.2,8,Auto,13,19.0,15,Naturally Aspirated,Automated Manual,7,"2-Wheel Drive, Rear",Two Seaters,22/04/2014,688,475,592,
2015,Mercedes-Benz,Mercedes-Benz,Smart fortwo (Convertible),1.0,3,Auto,34,38.0,36,Naturally Aspirated,Automated Manual,5,"2-Wheel Drive, Rear",Two Seaters,03/06/2014,256,228,244,
2015,Mercedes-Benz,Mercedes-Benz,Smart fortwo (COUPE),1.0,3,Auto,34,38.0,36,Naturally Aspirated,Automated Manual,5,"2-Wheel Drive, Rear",Two Seaters,03/06/2014,256,228,244,
2015,BMW,Mini,Mini Cooper Coupe,1.6,4,Auto,28,36.0,31,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Front",Two Seaters,27/03/2014,321,246,287,
2015,BMW,Mini,Mini Cooper Coupe,1.6,4,Manual,29,37.0,32,Naturally Aspirated,Manual,6,"2-Wheel Drive, Front",Two Seaters,27/03/2014,303,241,275,
2015,BMW,Mini,Mini Cooper Roadster,1.6,4,Auto,26,34.0,29,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Front",Two Seaters,27/03/2014,335,257,300,
2015,BMW,Mini,Mini Cooper Roadster,1.6,4,Manual,27,34.0,30,Naturally Aspirated,Manual,6,"2-Wheel Drive, Front",Two Seaters,27/03/2014,327,264,298,
2015,BMW,Mini,Mini Cooper S Coupe,1.6,4,Auto,25,34.0,28,Turbocharged,Semi-Automatic,6,"2-Wheel Drive, Front",Two Seaters,27/03/2014,352,264,312,
2015,BMW,Mini,Mini Cooper S Coupe,1.6,4,Manual,26,35.0,29,Turbocharged,Manual,6,"2-Wheel Drive, Front",Two Seaters,28/03/2014,340,255,302,
2015,BMW,Mini,Mini Cooper S Roadster,1.6,4,Auto,25,34.0,28,Turbocharged,Semi-Automatic,6,"2-Wheel Drive, Front",Two Seaters,27/03/2014,352,264,312,
2015,BMW,Mini,Mini Cooper S Roadster,1.6,4,Manual,26,35.0,29,Turbocharged,Manual,6,"2-Wheel Drive, Front",Two Seaters,28/03/2014,340,255,302,
2015,BMW,Mini,Mini John Cooper Works Coupe,1.6,4,Auto,25,34.0,28,Turbocharged,Semi-Automatic,6,"2-Wheel Drive, Front",Two Seaters,27/03/2014,352,264,312,
2015,BMW,Mini,Mini John Cooper Works Coupe,1.6,4,Manual,26,35.0,29,Turbocharged,Manual,6,"2-Wheel Drive, Front",Two Seaters,28/03/2014,340,255,302,
2015,BMW,Mini,Mini John Cooper Works Roadster,1.6,4,Auto,25,34.0,28,Turbocharged,Semi-Automatic,6,"2-Wheel Drive, Front",Two Seaters,27/03/2014,352,264,312,
2015,BMW,Mini,Mini John Cooper Works Roadster,1.6,4,Manual,26,35.0,29,Turbocharged,Manual,6,"2-Wheel Drive, Front",Two Seaters,28/03/2014,340,255,302,
2015,Nissan,NISSAN,370Z,3.7,6,Auto,19,26.0,21,Naturally Aspirated,Semi-Automatic,7,"2-Wheel Drive, Rear",Two Seaters,03/07/2014,476,343,416,
2015,Nissan,NISSAN,370Z,3.7,6,Manual,18,26.0,21,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Two Seaters,03/07/2014,500,348,432,
2015,Nissan,NISSAN,370Z Roadster,3.7,6,Auto,18,25.0,21,Naturally Aspirated,Semi-Automatic,7,"2-Wheel Drive, Rear",Two Seaters,03/07/2014,492,361,433,
2015,Nissan,NISSAN,370Z Roadster,3.7,6,Manual,17,24.0,20,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Two Seaters,03/07/2014,513,364,446,
2015,Porsche,Porsche,911 GT3,3.8,6,Auto,15,20.0,17,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Two Seaters,23/06/2014,606,434,529,
2015,Porsche,Porsche,Boxster,2.7,6,Auto,22,32.0,26,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Two Seaters,23/06/2014,406,279,349,
2015,Porsche,Porsche,Boxster,2.7,6,Manual,20,30.0,24,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Two Seaters,23/06/2014,434,301,374,
2015,Porsche,Porsche,Boxster GTS,3.4,6,Auto,22,31.0,25,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Two Seaters,23/06/2014,412,289,357,
2015,Porsche,Porsche,Boxster GTS,3.4,6,Manual,19,26.0,22,Naturally Aspirated,Manual,6,d,Two Seaters,23/06/2014,458,334,402,
2015,Porsche,Porsche,Boxster S,3.4,6,Auto,21,30.0,24,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Two Seaters,23/06/2014,428,298,370,
2015,Porsche,Porsche,Boxster S,3.4,6,Manual,20,28.0,23,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Two Seaters,23/06/2014,453,324,395,
2015,Porsche,Porsche,Cayman,2.7,6,Auto,22,32.0,26,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Two Seaters,23/06/2014,406,279,349,
2015,Porsche,Porsche,Cayman,2.7,6,Manual,20,30.0,24,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Two Seaters,23/06/2014,434,301,374,
2015,Porsche,Porsche,Cayman GTS,3.4,6,Auto,22,31.0,25,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Two Seaters,23/06/2014,412,289,357,
2015,Porsche,Porsche,Cayman GTS,3.4,6,Manual,19,26.0,22,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Two Seaters,23/06/2014,458,334,402,
2015,Porsche,Porsche,Cayman S,3.4,6,Auto,21,30.0,24,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Two Seaters,23/06/2014,428,298,370,
2015,Porsche,Porsche,Cayman S,3.4,6,Manual,20,28.0,23,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Two Seaters,23/06/2014,453,324,395,
2015,aston martin,Aston Martin Lagonda Ltd,DB9,5.9,12,Auto,13,19.0,15,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Rear",Minicompact Cars,03/06/2014,679,475,587,
2015,Chrysler Group LLC,FIAT,500,1.4,4,Auto,27,34.0,30,Naturally Aspirated,Automatic,6,"2-Wheel Drive, Front",Minicompact Cars,23/06/2014,325,259,295,
2015,Chrysler Group LLC,FIAT,500,1.4,4,Auto,24,32.0,27,Turbocharged,Automatic,6,"2-Wheel Drive, Front",Minicompact Cars,23/06/2014,363,272,322,
2015,Chrysler Group LLC,FIAT,500,1.4,4,Manual,31,40.0,34,Naturally Aspirated,Manual,5,"2-Wheel Drive, Front",Minicompact Cars,23/06/2014,289,224,260,
2015,Chrysler Group LLC,FIAT,500,1.4,4,Manual,28,34.0,30,Turbocharged,Manual,5,"2-Wheel Drive, Front",Minicompact Cars,23/06/2014,321,263,295,
2015,Chrysler Group LLC,FIAT,500 Abarth,1.4,4,Auto,24,32.0,27,Turbocharged,Automatic,6,"2-Wheel Drive, Front",Minicompact Cars,23/06/2014,363,272,322,
2015,Chrysler Group LLC,FIAT,500 Abarth,1.4,4,Manual,28,34.0,30,Turbocharged,Manual,5,"2-Wheel Drive, Front",Minicompact Cars,23/06/2014,321,263,295,
2015,Jaguar Land Rover L,Jaguar,XK,5.0,8,Auto,16,24.0,19,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Rear",Minicompact Cars,30/01/2014,556,373,474,
2015,Jaguar Land Rover L,Jaguar,XK,5.0,8,Auto,15,22.0,18,Supercharged,Semi-Automatic,6,"2-Wheel Drive, Rear",Minicompact Cars,30/01/2014,588,411,508,
2015,Jaguar Land Rover L,Jaguar,XK Convertible,5.0,8,Auto,16,22.0,18,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Rear",Minicompact Cars,30/01/2014,565,398,490,
2015,Jaguar Land Rover L,Jaguar,XK Convertible,5.0,8,Auto,15,22.0,17,Supercharged,Semi-Automatic,6,"2-Wheel Drive, Rear",Minicompact Cars,30/01/2014,601,411,515,
2015,BMW,Mini,Mini Cooper Convertible,1.6,4,Auto,26,34.0,29,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Front",Minicompact Cars,27/03/2014,335,257,300,
2015,BMW,Mini,Mini Cooper Convertible,1.6,4,Manual,27,34.0,30,Naturally Aspirated,Manual,6,"2-Wheel Drive, Front",Minicompact Cars,27/03/2014,327,264,298,
2015,BMW,Mini,Mini Cooper S Convertible,1.6,4,Auto,25,34.0,28,Turbocharged,Semi-Automatic,6,"2-Wheel Drive, Front",Minicompact Cars,27/03/2014,352,264,312,
2015,BMW,Mini,Mini Cooper S Convertible,1.6,4,Manual,26,35.0,29,Turbocharged,Manual,6,"2-Wheel Drive, Front",Minicompact Cars,28/03/2014,340,255,302,
2015,BMW,Mini,Mini John Cooper Works Conv.,1.6,4,Auto,25,34.0,28,Turbocharged,Semi-Automatic,6,"2-Wheel Drive, Front",Minicompact Cars,27/03/2014,352,264,312,
2015,BMW,Mini,Mini John Cooper Works Conv.,1.6,4,Manual,26,35.0,29,Turbocharged,Manual,6,"2-Wheel Drive, Front",Minicompact Cars,28/03/2014,340,255,302,
2015,Porsche,Porsche,911 Carrera,3.4,6,Auto,20,28.0,23,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Minicompact Cars,23/06/2014,441,315,384,
2015,Porsche,Porsche,911 Carrera,3.4,6,Manual,19,27.0,22,Naturally Aspirated,Manual,7,"2-Wheel Drive, Rear",Minicompact Cars,23/06/2014,473,326,407,
2015,Porsche,Porsche,911 Carrera 4,3.4,6,Auto,20,28.0,23,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,4-Wheel Drive,Minicompact Cars,23/06/2014,440,322,387,
2015,Porsche,Porsche,911 Carrera 4,3.4,6,Manual,19,27.0,22,Naturally Aspirated,Manual,7,4-Wheel Drive,Minicompact Cars,23/06/2014,466,329,404,
2015,Porsche,Porsche,911 Carrera 4 Cabriolet,3.4,6,Auto,20,27.0,22,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,4-Wheel Drive,Minicompact Cars,23/06/2014,449,331,396,
2015,Porsche,Porsche,911 Carrera 4 Cabriolet,3.4,6,Manual,19,26.0,22,Naturally Aspirated,Manual,7,4-Wheel Drive,Minicompact Cars,23/06/2014,473,340,413,
2015,Porsche,Porsche,911 Carrera 4S,3.8,6,Auto,19,26.0,22,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,4-Wheel Drive,Minicompact Cars,23/06/2014,462,338,406,
2015,Porsche,Porsche,911 Carrera 4S,3.8,6,Manual,18,26.0,21,Naturally Aspirated,Manual,7,4-Wheel Drive,Minicompact Cars,23/06/2014,482,336,416,
2015,Porsche,Porsche,911 Carrera 4S Cabriolet,3.8,6,Auto,19,26.0,21,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,4-Wheel Drive,Minicompact Cars,23/06/2014,480,341,417,
2015,Porsche,Porsche,911 Carrera 4S Cabriolet,3.8,6,Manual,18,26.0,21,Naturally Aspirated,Manual,7,4-Wheel Drive,Minicompact Cars,23/06/2014,487,344,423,
2015,Porsche,Porsche,911 Carrera Cabriolet,3.4,6,Auto,21,28.0,23,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Minicompact Cars,23/06/2014,433,315,380,
2015,Porsche,Porsche,911 Carrera Cabriolet,3.4,6,Manual,19,27.0,22,Naturally Aspirated,Manual,7,"2-Wheel Drive, Rear",Minicompact Cars,23/06/2014,465,328,404,
2015,Porsche,Porsche,911 Carrera S,3.8,6,Auto,19,27.0,22,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Minicompact Cars,23/06/2014,455,328,398,
2015,Porsche,Porsche,911 Carrera S,3.8,6,Manual,19,27.0,22,Naturally Aspirated,Manual,7,"2-Wheel Drive, Rear",Minicompact Cars,23/06/2014,469,328,406,
2015,Porsche,Porsche,911 Carrera S Cabriolet,3.8,6,Auto,19,27.0,22,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Minicompact Cars,23/06/2014,468,328,405,
2015,Porsche,Porsche,911 Carrera S Cabriolet,3.8,6,Manual,19,27.0,22,Naturally Aspirated,Manual,7,"2-Wheel Drive, Rear",Minicompact Cars,23/06/2014,472,335,410,
2015,Porsche,Porsche,911 Targa 4,3.4,6,Auto,19,26.0,22,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,4-Wheel Drive,Minicompact Cars,23/06/2014,464,337,407,
2015,Porsche,Porsche,911 Targa 4,3.4,6,Manual,18,26.0,21,Naturally Aspirated,Manual,7,4-Wheel Drive,Minicompact Cars,23/06/2014,485,341,420,
2015,Porsche,Porsche,911 Targa 4S,3.8,6,Auto,18,25.0,21,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,4-Wheel Drive,Minicompact Cars,23/06/2014,483,350,423,
2015,Porsche,Porsche,911 Targa 4S,3.8,6,Manual,18,26.0,21,Naturally Aspirated,Manual,7,4-Wheel Drive,Minicompact Cars,23/06/2014,496,349,430,
2015,Porsche,Porsche,911 Turbo,3.8,6,Auto,17,24.0,20,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,4-Wheel Drive,Minicompact Cars,23/06/2014,518,363,448,
2015,Porsche,Porsche,911 Turbo S,3.8,6,Auto,17,24.0,20,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,4-Wheel Drive,Minicompact Cars,23/06/2014,518,363,448,
2015,Toyota,SCION,FR-S,2.0,4,Auto,25,34.0,28,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Rear",Minicompact Cars,22/05/2014,361,264,317,
2015,Toyota,SCION,FR-S,2.0,4,Manual,22,30.0,25,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Minicompact Cars,22/05/2014,411,297,360,
2015,Subaru,Subaru,BRZ,2.0,4,Auto,25,34.0,28,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Rear",Minicompact Cars,07/04/2014,361,264,317,
2015,Subaru,Subaru,BRZ,2.0,4,Manual,22,30.0,25,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",Minicompact Cars,07/04/2014,411,298,360,
2015,Volkswagen Group of,Audi,A3,1.8,4,Auto,23,33.0,27,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,"2-Wheel Drive, Front",Subcompact Cars,25/02/2014,379,267,328,
2015,Volkswagen Group of,Audi,A3,2.0,4,Auto,31,43.0,36,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,"2-Wheel Drive, Front",Subcompact Cars,28/07/2014,326,236,285,
2015,Volkswagen Group of,Audi,A3 Cabriolet,1.8,4,Auto,24,35.0,28,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,"2-Wheel Drive, Front",Subcompact Cars,02/06/2014,362,256,314,
2015,Volkswagen Group of,Audi,A3 Cabriolet quattro,2.0,4,Auto,23,32.0,26,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,All Wheel Drive,Subcompact Cars,02/06/2014,379,280,334,
2015,Volkswagen Group of,Audi,A3 quattro,2.0,4,Auto,24,33.0,27,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,All Wheel Drive,Subcompact Cars,15/01/2014,366,271,323,
2015,Volkswagen Group of,Audi,A5 Cabriolet quattro,2.0,4,Auto,20,28.0,23,Turbocharged,Semi-Automatic,8,All Wheel Drive,Subcompact Cars,09/06/2014,446,314,386,
2015,Volkswagen Group of,Audi,A5 quattro,2.0,4,Manual,22,32.0,26,Turbocharged,Manual,6,All Wheel Drive,Subcompact Cars,09/06/2014,398,277,343,
2015,Volkswagen Group of,Audi,RS5,4.2,8,Auto,16,23.0,18,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,All Wheel Drive,Subcompact Cars,09/06/2014,562,379,480,
2015,Volkswagen Group of,Audi,RS5 Cabriolet,4.2,8,Auto,16,22.0,18,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,All Wheel Drive,Subcompact Cars,09/06/2014,558,398,486,
2015,Volkswagen Group of,Audi,S3,2.0,4,Auto,23,31.0,26,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,All Wheel Drive,Subcompact Cars,04/08/2014,381,289,340,
2015,Volkswagen Group of,Audi,S5,3.0,6,Auto,18,28.0,21,Supercharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,All Wheel Drive,Subcompact Cars,09/06/2014,488,321,413,
2015,Volkswagen Group of,Audi,S5,3.0,6,Manual,17,26.0,20,Supercharged,Manual,6,All Wheel Drive,Subcompact Cars,09/06/2014,519,341,439,
2015,Volkswagen Group of,Audi,S5 Cabriolet,3.0,6,Auto,18,26.0,21,Supercharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,All Wheel Drive,Subcompact Cars,09/06/2014,500,341,428,
2015,Volkswagen Group of,Audi,TT Coupe quattro,2.0,4,Auto,22,31.0,26,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,All Wheel Drive,Subcompact Cars,15/01/2014,395,284,345,
2015,Volkswagen Group of,Bentley,Continental GT Convertible,4.0,8,Auto,14,24.0,17,Turbocharged,Semi-Automatic,8,All Wheel Drive,Subcompact Cars,28/03/2014,638,370,517,
2015,Volkswagen Group of,Bentley,Continental GT Convertible,6.0,12,Auto,12,20.0,15,Turbocharged,Semi-Automatic,8,All Wheel Drive,Subcompact Cars,15/05/2014,736,443,604,
2015,BMW,BMW,228i,2.0,4,Auto,23,36.0,28,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Subcompact Cars,15/07/2014,378,248,320,
2015,BMW,BMW,228i,2.0,4,Manual,22,34.0,26,Turbocharged,Manual,6,"2-Wheel Drive, Rear",Subcompact Cars,16/07/2014,406,261,341,
2015,BMW,BMW,228i xDrive,2.0,4,Auto,23,35.0,27,Turbocharged,Semi-Automatic,8,All Wheel Drive,Subcompact Cars,16/07/2014,389,255,329,
2015,BMW,BMW,428i Convertible,2.0,4,Auto,23,34.0,27,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Subcompact Cars,04/04/2014,391,265,334,
2015,BMW,BMW,435i Convertible,3.0,6,Auto,20,31.0,24,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Subcompact Cars,24/07/2014,443,288,374,
2015,BMW,BMW,435i xDrive Convertible,3.0,6,Auto,20,29.0,23,Turbocharged,Semi-Automatic,8,All Wheel Drive,Subcompact Cars,24/07/2014,448,302,382,
2015,BMW,BMW,640i Convertible,3.0,6,Auto,20,31.0,24,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Subcompact Cars,10/04/2014,443,288,374,
2015,BMW,BMW,640i Coupe,3.0,6,Auto,21,32.0,25,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Subcompact Cars,09/04/2014,423,278,358,
