Model Year,Mfr Name,Division,Carline,Engine Displacement,# Cylinders,Transmission,City FE,Highway FE,Combined FE,Air Aspiration Method,Transmission Description,# Gears,Drive Desc,Carline Class Desc,Release Date,City CO2,Highway CO2,Combined CO2,Highway Fe
2017,FCA US LLC,Dodge,Durango AWD,5.7,8,Auto(A8),14,,17,Naturally Aspirated,Automatic,8,All Wheel Drive,Standard SUV 4WD,2016-07-25 00:00:00,623,401,523,22.0
2017,Ford Motor Company,Ford,Expedition 4WD,3.5,6,Auto(S6),15,,17,Turbocharged,Semi-Automatic,6,Part-time 4-Wheel Drive,Standard SUV 4WD,2016-05-25 00:00:00,611,446,537,20.0
2017,Ford Motor Company,Ford,Expedition EL 4WD,3.5,6,Auto(S6),15,,16,Turbocharged,Semi-Automatic,6,Part-time 4-Wheel Drive,Standard SUV 4WD,2016-05-25 00:00:00,611,460,543,19.0
2017,Ford Motor Company,Ford,EXPLORER AWD,2.3,4,Auto(S6),18,,21,Turbocharged,Semi-Automatic,6,All Wheel Drive,Standard SUV 4WD,2016-06-20 00:00:00,495,350,430,25.0
2017,Ford Motor Company,Ford,EXPLORER AWD,3.5,6,Auto(S6),16,,18,Turbocharged,Semi-Automatic,6,All Wheel Drive,Standard SUV 4WD,2016-06-20 00:00:00,560,404,494,22.0
2017,Ford Motor Company,Ford,EXPLORER AWD,3.5,6,Auto(S6),16,,19,Naturally Aspirated,Semi-Automatic,6,All Wheel Drive,Standard SUV 4WD,2016-06-20 00:00:00,541,393,475,23.0
2017,Ford Motor Company,Ford,EXPLORER FFV AWD,3.5,6,Auto(S6),16,,19,Naturally Aspirated,Semi-Automatic,6,All Wheel Drive,Standard SUV 4WD,2016-06-20 00:00:00,541,393,475,23.0
2017,Ford Motor Company,Ford,FLEX AWD,3.5,6,Auto(S6),15,,17,Turbocharged,Semi-Automatic,6,All Wheel Drive,Standard SUV 4WD,2016-11-10 00:00:00,592,423,523,21.0
2017,Ford Motor Company,Ford,FLEX AWD,3.5,6,Auto(S6),16,,18,Naturally Aspirated,Semi-Automatic,6,All Wheel Drive,Standard SUV 4WD,2016-11-10 00:00:00,541,403,491,22.0
2017,General Motors,GMC,ACADIA AWD,2.5,4,Auto(A6),21,,23,Naturally Aspirated,Automatic,6,All Wheel Drive,Standard SUV 4WD,2016-04-25 00:00:00,422,355,392,25.0
2017,General Motors,GMC,ACADIA AWD,3.6,6,Auto(A6),18,,20,Naturally Aspirated,Automatic,6,All Wheel Drive,Standard SUV 4WD,2016-04-25 00:00:00,500,358,437,25.0
2017,General Motors,GMC,ACADIA LIMITED AWD,3.6,6,Auto(A6),15,,17,Naturally Aspirated,Automatic,6,All Wheel Drive,Standard SUV 4WD,2016-05-31 00:00:00,606,410,518,22.0
2017,General Motors,GMC,K1500 YUKON 4WD,5.3,8,Auto(A6),16,,18,Naturally Aspirated,Automatic,6,4-Wheel Drive,Standard SUV 4WD,2016-07-01 00:00:00,571,408,497,22.0
2017,General Motors,GMC,K1500 YUKON 4WD,5.3,8,Auto(A6),16,,18,Naturally Aspirated,Automatic,6,4-Wheel Drive,Standard SUV 4WD,2016-07-01 00:00:00,571,408,497,22.0
2017,General Motors,GMC,K1500 YUKON 4WD,6.2,8,Auto(A8),15,,17,Naturally Aspirated,Automatic,8,4-Wheel Drive,Standard SUV 4WD,2016-07-01 00:00:00,603,444,531,20.0
2017,General Motors,GMC,K1500 YUKON XL 4WD,5.3,8,Auto(A6),15,,18,Naturally Aspirated,Automatic,6,4-Wheel Drive,Standard SUV 4WD,2016-07-01 00:00:00,578,409,502,22.0
2017,General Motors,GMC,K1500 YUKON XL 4WD,5.3,8,Auto(A6),15,,18,Naturally Aspirated,Automatic,6,4-Wheel Drive,Standard SUV 4WD,2016-07-01 00:00:00,578,409,502,22.0
2017,General Motors,GMC,K1500 YUKON XL 4WD,6.2,8,Auto(A8),14,,16,Naturally Aspirated,Automatic,8,4-Wheel Drive,Standard SUV 4WD,2016-07-01 00:00:00,613,440,553,20.0
2017,Nissan,INFINITI,QX60 AWD Hybrid,2.5,4,Auto(AV-S7),25,,26,Supercharged,Selectable Continuously Variable (e.g. CVT with paddles),7,All Wheel Drive,Standard SUV 4WD,2016-09-23 00:00:00,360,326,345,27.0
2017,Nissan,INFINITI,QX80 4WD,5.6,8,Auto(S7),13,,15,Naturally Aspirated,Semi-Automatic,7,4-Wheel Drive,Standard SUV 4WD,2016-09-22 00:00:00,660,462,593,19.0
2017,FCA US LLC,Jeep,Grand Cherokee 4X4,3.6,6,Auto(A8),18,,21,Naturally Aspirated,Automatic,8,4-Wheel Drive,Standard SUV 4WD,2016-07-25 00:00:00,481,361,427,25.0
2017,FCA US LLC,Jeep,Grand Cherokee 4X4,5.7,8,Auto(A8),14,,17,Naturally Aspirated,Automatic,8,All Wheel Drive,Standard SUV 4WD,2016-07-25 00:00:00,633,410,533,22.0
2017,FCA US LLC,Jeep,Grand Cherokee SRT 4x4,6.4,8,Auto(A8),13,,15,Naturally Aspirated,Automatic,8,All Wheel Drive,Standard SUV 4WD,2016-07-25 00:00:00,689,474,592,19.0
2017,Jaguar Land Rover L,Land Rover,Discovery,3.0,6,Auto(S8),21,,23,Turbocharged,Semi-Automatic,8,4-Wheel Drive,Standard SUV 4WD,2017-05-08 00:00:00,490,397,448,26.0
2017,Jaguar Land Rover L,Land Rover,Discovery,3.0,6,Auto(S8),16,,18,Supercharged,Semi-Automatic,8,4-Wheel Drive,Standard SUV 4WD,2017-05-08 00:00:00,558,430,500,21.0
2017,Jaguar Land Rover L,Land Rover,Range Rover,3.0,6,Auto(S8),22,,24,Turbocharged,Semi-Automatic,8,4-Wheel Drive,Standard SUV 4WD,2016-12-29 00:00:00,458,355,412,28.0
2017,Jaguar Land Rover L,Land Rover,Range Rover,3.0,6,Auto(S8),17,,19,Supercharged,Semi-Automatic,8,4-Wheel Drive,Standard SUV 4WD,2016-12-15 00:00:00,534,388,468,23.0
2017,Jaguar Land Rover L,Land Rover,Range Rover,5.0,8,Auto(S8),14,,16,Supercharged,Semi-Automatic,8,4-Wheel Drive,Standard SUV 4WD,2016-11-21 00:00:00,650,472,570,19.0
2017,Jaguar Land Rover L,Land Rover,Range Rover LWB,5.0,8,Auto(S8),14,,16,Supercharged,Semi-Automatic,8,4-Wheel Drive,Standard SUV 4WD,2016-11-21 00:00:00,650,472,570,19.0
2017,Jaguar Land Rover L,Land Rover,Range Rover Sport,3.0,6,Auto(S8),22,,24,Turbocharged,Semi-Automatic,8,4-Wheel Drive,Standard SUV 4WD,2016-12-29 00:00:00,458,355,412,28.0
2017,Jaguar Land Rover L,Land Rover,Range Rover Sport,3.0,6,Auto(S8),17,,19,Supercharged,Semi-Automatic,8,4-Wheel Drive,Standard SUV 4WD,2016-12-15 00:00:00,534,388,468,23.0
2017,Jaguar Land Rover L,Land Rover,Range Rover Sport,5.0,8,Auto(S8),14,,16,Supercharged,Semi-Automatic,8,4-Wheel Drive,Standard SUV 4WD,2016-11-21 00:00:00,625,463,552,19.0
2017,Toyota,LEXUS,GX 460,4.6,8,Auto(S6),15,,16,Naturally Aspirated,Semi-Automatic,6,4-Wheel Drive,Standard SUV 4WD,2016-08-20 00:00:00,602,482,548,18.0
2017,Toyota,LEXUS,LX 570,5.7,8,Auto(S8),13,,15,Naturally Aspirated,Semi-Automatic,8,4-Wheel Drive,Standard SUV 4WD,2016-08-20 00:00:00,687,485,596,18.0
2017,Toyota,LEXUS,RX 450h AWD,3.5,6,Auto(AV-S6),31,,30,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),6,All Wheel Drive,Standard SUV 4WD,2016-09-03 00:00:00,283,314,297,28.0
2017,Ford Motor Company,Lincoln,MKT AWD,3.5,6,Auto(S6),15,,17,Turbocharged,Semi-Automatic,6,All Wheel Drive,Standard SUV 4WD,2016-11-10 00:00:00,592,423,523,21.0
2017,Ford Motor Company,Lincoln,Navigator 4WD,3.5,6,Auto(S6),15,,17,Turbocharged,Semi-Automatic,6,Part-time 4-Wheel Drive,Standard SUV 4WD,2016-05-25 00:00:00,611,446,537,20.0
2017,Ford Motor Company,Lincoln,Navigator L 4WD,3.5,6,Auto(S6),15,,16,Turbocharged,Semi-Automatic,6,Part-time 4-Wheel Drive,Standard SUV 4WD,2016-05-25 00:00:00,609,468,546,19.0
2017,Maserati,MASERATI,LEVANTE,3.0,6,Auto(A8),14,,16,Turbocharged,Automatic,8,All Wheel Drive,Standard SUV 4WD,2016-06-24 00:00:00,625,454,548,20.0
2017,Maserati,MASERATI,LEVANTE S,3.0,6,Auto(A8),14,,16,Turbocharged,Automatic,8,All Wheel Drive,Standard SUV 4WD,2016-06-24 00:00:00,633,465,557,19.0
2017,Mercedes-Benz,Mercedes-Benz,AMG G 63,5.5,8,Auto(A7),12,,13,Turbocharged,Automatic,7,4-Wheel Drive,Standard SUV 4WD,2016-10-05 00:00:00,754,624,696,14.0
2017,Mercedes-Benz,Mercedes-Benz,AMG G 65,6.0,12,Auto(A7),11,,12,Turbocharged,Automatic,7,4-Wheel Drive,Standard SUV 4WD,2016-10-11 00:00:00,833,675,762,13.0
2017,Mercedes-Benz,Mercedes-Benz,AMG GLE 43 4MATIC,3.0,6,Auto(A9),17,,20,Turbocharged,Automatic,9,4-Wheel Drive,Standard SUV 4WD,2017-01-13 00:00:00,517,379,455,23.0
2017,Mercedes-Benz,Mercedes-Benz,AMG GLE 43 4MATIC (coupe),3.0,6,Auto(A9),17,,20,Turbocharged,Automatic,9,4-Wheel Drive,Standard SUV 4WD,2016-07-26 00:00:00,510,386,454,23.0
2017,Mercedes-Benz,Mercedes-Benz,AMG GLE 63,5.5,8,Auto(A7),13,,15,Turbocharged,Automatic,7,4-Wheel Drive,Standard SUV 4WD,2016-07-26 00:00:00,680,525,611,17.0
2017,Mercedes-Benz,Mercedes-Benz,AMG GLE 63 S,5.5,8,Auto(A7),13,,15,Turbocharged,Automatic,7,4-Wheel Drive,Standard SUV 4WD,2016-07-26 00:00:00,680,525,611,17.0
2017,Mercedes-Benz,Mercedes-Benz,AMG GLE 63 S (coupe),5.5,8,Auto(A7),14,,15,Turbocharged,Automatic,7,4-Wheel Drive,Standard SUV 4WD,2016-07-26 00:00:00,650,482,574,18.0
2017,Mercedes-Benz,Mercedes-Benz,AMG GLS 63,5.5,8,Auto(A7),13,,14,Turbocharged,Automatic,7,4-Wheel Drive,Standard SUV 4WD,2016-04-08 00:00:00,686,527,615,17.0
2017,Mercedes-Benz,Mercedes-Benz,G 550,4.0,8,Auto(A7),13,,13,Turbocharged,Automatic,7,4-Wheel Drive,Standard SUV 4WD,2016-11-18 00:00:00,692,622,660,14.0
2017,Mercedes-Benz,Mercedes-Benz,G 550 4x4 (Special Off-Road Model),4.0,8,Auto(A7),11,,11,Turbocharged,Automatic,7,4-Wheel Drive,Standard SUV 4WD,2017-01-13 00:00:00,838,818,829,11.0
2017,Mercedes-Benz,Mercedes-Benz,GLE 350 4MATIC,3.5,6,Auto(A7),18,,19,Naturally Aspirated,Automatic,7,4-Wheel Drive,Standard SUV 4WD,2016-07-26 00:00:00,505,397,457,22.0
2017,Mercedes-Benz,Mercedes-Benz,GLE 350 4MATIC,3.5,6,Auto(A7),18,,19,Naturally Aspirated,Automatic,7,4-Wheel Drive,Standard SUV 4WD,2016-07-20 00:00:00,505,397,457,22.0
2017,Mercedes-Benz,Mercedes-Benz,GLE 400 4MATIC,3.0,6,Auto(A9),18,,20,Turbocharged,Automatic,9,4-Wheel Drive,Standard SUV 4WD,2016-07-26 00:00:00,493,386,445,23.0
2017,Mercedes-Benz,Mercedes-Benz,GLS 450 4MATIC,3.0,6,Auto(A9),17,,19,Turbocharged,Automatic,9,4-Wheel Drive,Standard SUV 4WD,2016-04-08 00:00:00,535,406,477,22.0
2017,Mercedes-Benz,Mercedes-Benz,GLS 550 4MATIC,4.7,8,Auto(A9),14,,16,Turbocharged,Automatic,9,4-Wheel Drive,Standard SUV 4WD,2016-05-04 00:00:00,628,482,562,18.0
2017,Nissan,NISSAN,ARMADA 4WD,5.6,8,Auto(S7),13,,15,Naturally Aspirated,Semi-Automatic,7,4-Wheel Drive,Standard SUV 4WD,2016-08-16 00:00:00,670,488,588,18.0
2017,Porsche,Porsche,Cayenne,3.6,6,Auto(S8),18,,20,Naturally Aspirated,Semi-Automatic,8,All Wheel Drive,Standard SUV 4WD,2016-06-24 00:00:00,485,368,432,24.0
2017,Porsche,Porsche,Cayenne GTS,3.6,6,Auto(S8),16,,19,Turbocharged,Semi-Automatic,8,All Wheel Drive,Standard SUV 4WD,2016-04-29 00:00:00,546,391,476,23.0
2017,Porsche,Porsche,Cayenne Platinum,3.6,6,Auto(S8),17,,19,Naturally Aspirated,Semi-Automatic,8,All Wheel Drive,Standard SUV 4WD,2016-06-24 00:00:00,510,383,453,23.0
2017,Porsche,Porsche,Cayenne S,3.6,6,Auto(S8),17,,20,Turbocharged,Semi-Automatic,8,All Wheel Drive,Standard SUV 4WD,2016-04-29 00:00:00,524,365,452,24.0
2017,Porsche,Porsche,Cayenne Turbo,4.8,8,Auto(S8),14,,17,Turbocharged,Semi-Automatic,8,All Wheel Drive,Standard SUV 4WD,2016-06-17 00:00:00,626,425,536,21.0
2017,Porsche,Porsche,Cayenne Turbo S,4.8,8,Auto(S8),14,,17,Turbocharged,Semi-Automatic,8,All Wheel Drive,Standard SUV 4WD,2016-06-17 00:00:00,626,425,536,21.0
2017,Toyota,TOYOTA,4RUNNER 4WD,4.0,6,Auto(S5),17,,18,Naturally Aspirated,Semi-Automatic,5,Part-time 4-Wheel Drive,Standard SUV 4WD,2016-12-16 00:00:00,532,442,491,20.0
2017,Toyota,TOYOTA,4RUNNER 4WD,4.0,6,Auto(S5),17,,18,Naturally Aspirated,Semi-Automatic,5,All Wheel Drive,Standard SUV 4WD,2016-12-16 00:00:00,532,442,491,20.0
2017,Toyota,TOYOTA,HIGHLANDER AWD,3.5,6,Auto(S8),20,,22,Naturally Aspirated,Semi-Automatic,8,All Wheel Drive,Standard SUV 4WD,2016-11-10 00:00:00,450,335,398,26.0
2017,Toyota,TOYOTA,HIGHLANDER AWD,3.5,6,Auto(S8),19,,22,Naturally Aspirated,Semi-Automatic,8,All Wheel Drive,Standard SUV 4WD,2016-11-10 00:00:00,454,341,405,26.0
2017,Toyota,TOYOTA,HIGHLANDER AWD LE,3.5,6,Auto(S8),20,,23,Naturally Aspirated,Semi-Automatic,8,All Wheel Drive,Standard SUV 4WD,2016-11-10 00:00:00,439,330,390,27.0
2017,Toyota,TOYOTA,HIGHLANDER HYBRID AWD,3.5,6,Auto(AV-S6),29,,28,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),6,All Wheel Drive,Standard SUV 4WD,2016-11-10 00:00:00,302,322,311,27.0
2017,Toyota,TOYOTA,HIGHLANDER HYBRID AWD LE Plus,3.5,6,Auto(AV-S6),30,,29,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),6,All Wheel Drive,Standard SUV 4WD,2016-11-10 00:00:00,297,315,305,28.0
2017,Toyota,TOYOTA,LAND CRUISER WAGON 4WD,5.7,8,Auto(S8),13,,15,Naturally Aspirated,Semi-Automatic,8,4-Wheel Drive,Standard SUV 4WD,2016-08-16 00:00:00,679,493,595,18.0
2017,Toyota,TOYOTA,SEQUOIA 4WD,5.7,8,Auto(S6),13,,14,Naturally Aspirated,Semi-Automatic,6,Part-time 4-Wheel Drive,Standard SUV 4WD,2016-10-06 00:00:00,696,512,613,17.0
2017,Toyota,TOYOTA,SEQUOIA 4WD FFV,5.7,8,Auto(S6),13,,14,Naturally Aspirated,Semi-Automatic,6,Part-time 4-Wheel Drive,Standard SUV 4WD,2016-10-03 00:00:00,690,520,632,17.0
2017,Volkswagen Group of,Volkswagen,Touareg,3.6,6,Auto(S8),17,,19,Naturally Aspirated,Semi-Automatic,8,All Wheel Drive,Standard SUV 4WD,2016-07-14 00:00:00,519,392,462,23.0
2017,Volvo,"Volvo Cars of North America, LLC",XC90 AWD,2.0,4,Auto(S8),22,,23,Turbocharged,Semi-Automatic,8,All Wheel Drive,Standard SUV 4WD,2016-06-01 00:00:00,408,355,384,25.0
2017,Volvo,"Volvo Cars of North America, LLC",XC90 AWD,2.0,4,Auto(S8),20,,22,Turbocharged+Supercharged,Semi-Automatic,8,All Wheel Drive,Standard SUV 4WD,2016-06-01 00:00:00,432,359,399,25.0
2017,Ford Motor Company,Lincoln,MKT HEARSE AWD,3.5,6,Auto(A6),14,,16,Turbocharged,Automatic,6,All Wheel Drive,Special Purpose Vehicle 4WD,2017-11-07 00:00:00,622,462,550,19.0
2017,Ford Motor Company,Lincoln,MKT LIMO AWD,3.5,6,Auto(A6),14,,15,Turbocharged,Automatic,6,All Wheel Drive,Special Purpose Vehicle 4WD,2017-11-07 00:00:00,659,469,574,19.0
2017,Porsche,Porsche,Cayman,2.0,4,Auto(AM-S7),22,,25,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Two Seaters,2017-12-08 00:00:00,396,300,353,29.0
2017,Porsche,Porsche,Cayman,2.0,4,Manual(M6),21,,24,Turbocharged,Manual,6,"2-Wheel Drive, Rear",Two Seaters,2017-12-08 00:00:00,415,312,369,28.0
2017,Porsche,Porsche,Cayman S,2.5,4,Auto(AM-S7),21,,24,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,"2-Wheel Drive, Rear",Two Seaters,2017-12-08 00:00:00,416,317,372,28.0
2017,Porsche,Porsche,Cayman S,2.5,4,Manual(M6),20,,22,Turbocharged,Manual,6,"2-Wheel Drive, Rear",Two Seaters,2017-12-08 00:00:00,453,338,401,26.0
2018,aston martin,Aston Martin Lagonda Ltd,DB11 V12,5.2,12,Auto(S8),15,,17,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Minicompact Cars,2017-09-07 00:00:00,579,397,497,21.0
2018,aston martin,Aston Martin Lagonda Ltd,DB11 V8,4.0,8,Auto(S8),18,,20,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Minicompact Cars,2017-09-07 00:00:00,486,365,431,24.0
2018,aston martin,Aston Martin Lagonda Ltd,"Vanquish, S and Zagato",6.0,12,Auto(S8),13,,16,Naturally Aspirated,Semi-Automatic,8,"2-Wheel Drive, Rear",Minicompact Cars,2017-04-10 00:00:00,659,428,555,21.0
2018,aston martin,Aston Martin Lagonda Ltd,Rapide S,6.0,12,Auto(S8),14,,17,Naturally Aspirated,Semi-Automatic,8,"2-Wheel Drive, Rear",Subcompact Cars,2017-04-10 00:00:00,631,413,533,21.0
2018,BMW,Mini,COOPER CLUBMAN,1.5,3,Auto(S6),24,,27,Turbocharged,Semi-Automatic,6,"2-Wheel Drive, Front",Midsize Cars,2017-07-31 00:00:00,363,274,323,32.0
2018,BMW,Mini,COOPER CLUBMAN,1.5,3,Manual(M6),24,,28,Turbocharged,Manual,6,"2-Wheel Drive, Front",Midsize Cars,2017-07-31 00:00:00,363,264,319,34.0
2018,BMW,Mini,COOPER HARDTOP 2 DOOR,1.5,3,Auto(S6),27,,30,Turbocharged,Semi-Automatic,6,"2-Wheel Drive, Front",Subcompact Cars,2017-07-20 00:00:00,331,250,294,35.0
2018,BMW,Mini,COOPER HARDTOP 2 DOOR,1.5,3,Manual(M6),28,,32,Turbocharged,Manual,6,"2-Wheel Drive, Front",Subcompact Cars,2017-07-31 00:00:00,321,234,282,38.0
2018,BMW,Mini,COOPER HARDTOP 4 DOOR,1.5,3,Auto(S6),27,,30,Turbocharged,Semi-Automatic,6,"2-Wheel Drive, Front",Subcompact Cars,2017-07-20 00:00:00,331,250,294,35.0
2018,BMW,Mini,COOPER HARDTOP 4 DOOR,1.5,3,Manual(M6),28,,32,Turbocharged,Manual,6,"2-Wheel Drive, Front",Subcompact Cars,2017-07-31 00:00:00,316,236,280,37.0
2018,BMW,Mini,COOPER CONVERTIBLE,1.5,3,Auto(S6),27,,30,Turbocharged,Semi-Automatic,6,"2-Wheel Drive, Front",Minicompact Cars,2017-07-20 00:00:00,331,250,294,35.0
2018,BMW,Mini,COOPER CONVERTIBLE,1.5,3,Manual(M6),28,,32,Turbocharged,Manual,6,"2-Wheel Drive, Front",Minicompact Cars,2017-07-31 00:00:00,316,236,280,37.0
2018,BMW,Mini,COOPER COUNTRYMAN,1.5,3,Auto(S6),24,,27,Turbocharged,Semi-Automatic,6,"2-Wheel Drive, Front",Midsize Cars,2017-07-31 00:00:00,363,274,323,32.0
2018,BMW,Mini,COOPER COUNTRYMAN,1.5,3,Manual(M6),24,,28,Turbocharged,Manual,6,"2-Wheel Drive, Front",Midsize Cars,2017-07-31 00:00:00,363,264,319,34.0
2018,BMW,Mini,COOPER CLUBMAN ALL4,1.5,3,Auto(S8),23,,26,Turbocharged,Semi-Automatic,8,All Wheel Drive,Midsize Cars,2017-07-31 00:00:00,385,288,341,31.0
2018,BMW,Mini,COOPER CLUBMAN ALL4,1.5,3,Manual(M6),22,,26,Turbocharged,Manual,6,All Wheel Drive,Midsize Cars,2017-07-31 00:00:00,399,277,344,32.0
2018,BMW,Mini,COOPER COUNTRYMAN ALL4,1.5,3,Auto(S8),23,,25,Turbocharged,Semi-Automatic,8,All Wheel Drive,Midsize Cars,2017-07-31 00:00:00,387,297,347,30.0
2018,BMW,Mini,COOPER COUNTRYMAN ALL4,1.5,3,Manual(M6),22,,26,Turbocharged,Manual,6,All Wheel Drive,Midsize Cars,2017-07-31 00:00:00,399,277,344,32.0
2018,BMW,Mini,COOPER S CLUBMAN,2.0,4,Auto(S8),23,,27,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Front",Midsize Cars,2017-07-31 00:00:00,379,274,332,32.0
2018,BMW,Mini,COOPER S CLUBMAN,2.0,4,Manual(M6),22,,25,Turbocharged,Manual,6,"2-Wheel Drive, Front",Midsize Cars,2017-07-31 00:00:00,400,287,349,31.0
2018,BMW,Mini,COOPER S HARDTOP 2 DOOR,2.0,4,Auto(S6),25,,28,Turbocharged,Semi-Automatic,6,"2-Wheel Drive, Front",Subcompact Cars,2017-07-31 00:00:00,351,274,316,32.0
2018,BMW,Mini,COOPER S HARDTOP 2 DOOR,2.0,4,Manual(M6),23,,26,Turbocharged,Manual,6,"2-Wheel Drive, Front",Subcompact Cars,2017-07-31 00:00:00,389,276,338,32.0
2018,BMW,Mini,COOPER S HARDTOP 4 DOOR,2.0,4,Auto(S6),25,,28,Turbocharged,Semi-Automatic,6,"2-Wheel Drive, Front",Subcompact Cars,2017-07-31 00:00:00,351,274,316,32.0
2018,BMW,Mini,COOPER S HARDTOP 4 DOOR,2.0,4,Manual(M6),23,,26,Turbocharged,Manual,6,"2-Wheel Drive, Front",Subcompact Cars,2017-07-31 00:00:00,389,276,338,32.0
2018,BMW,Mini,COOPER S CONVERTIBLE,2.0,4,Auto(S6),25,,28,Turbocharged,Semi-Automatic,6,"2-Wheel Drive, Front",Minicompact Cars,2017-07-31 00:00:00,352,270,315,33.0
2018,BMW,Mini,COOPER S CONVERTIBLE,2.0,4,Manual(M6),23,,26,Turbocharged,Manual,6,"2-Wheel Drive, Front",Minicompact Cars,2017-07-31 00:00:00,389,276,338,32.0
2018,BMW,Mini,COOPER S COUNTRYMAN,2.0,4,Auto(S8),23,,27,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Front",Midsize Cars,2017-07-31 00:00:00,379,274,332,32.0
2018,BMW,Mini,COOPER S COUNTRYMAN ALL4,2.0,4,Auto(S8),22,,26,Turbocharged,Semi-Automatic,8,All Wheel Drive,Midsize Cars,2017-08-01 00:00:00,395,287,346,31.0
2018,BMW,Mini,COOPER S COUNTRYMAN ALL4,2.0,4,Manual(M6),21,,24,Turbocharged,Manual,6,All Wheel Drive,Midsize Cars,2017-07-31 00:00:00,426,291,365,31.0
2018,BMW,Mini,COOPER S CLUBMAN ALL4,2.0,4,Auto(S8),22,,26,Turbocharged,Semi-Automatic,8,All Wheel Drive,Midsize Cars,2017-07-31 00:00:00,395,286,346,31.0
2018,BMW,Mini,COOPER S CLUBMAN ALL4,2.0,4,Manual(M6),21,,24,Turbocharged,Manual,6,All Wheel Drive,Midsize Cars,2017-07-31 00:00:00,427,291,366,30.0
2018,BMW,Mini,JOHN COOPER WORKS CLUBMAN ALL4,2.0,4,Auto(S8),23,,26,Turbocharged,Semi-Automatic,8,All Wheel Drive,Midsize Cars,2017-08-01 00:00:00,384,284,339,31.0
2018,BMW,Mini,JOHN COOPER WORKS CLUBMAN ALL4,2.0,4,Manual(M6),21,,24,Turbocharged,Manual,6,All Wheel Drive,Midsize Cars,2017-08-02 00:00:00,430,289,367,31.0
2018,BMW,Mini,JOHN COOPER WORKS CONVERTIBLE,2.0,4,Auto(S6),25,,28,Turbocharged,Semi-Automatic,6,"2-Wheel Drive, Front",Minicompact Cars,2017-07-31 00:00:00,352,270,315,33.0
2018,BMW,Mini,JOHN COOPER WORKS CONVERTIBLE,2.0,4,Manual(M6),22,,25,Turbocharged,Manual,6,"2-Wheel Drive, Front",Minicompact Cars,2017-07-31 00:00:00,400,287,349,31.0
2018,BMW,Mini,JOHN COOPER WORKS HARDTOP,2.0,4,Auto(S6),25,,28,Turbocharged,Semi-Automatic,6,"2-Wheel Drive, Front",Subcompact Cars,2017-07-31 00:00:00,351,274,316,32.0
2018,BMW,Mini,JOHN COOPER WORKS HARDTOP,2.0,4,Manual(M6),23,,26,Turbocharged,Manual,6,"2-Wheel Drive, Front",Subcompact Cars,2017-07-31 00:00:00,389,276,338,32.0
2018,BMW,Mini,JCW COUNTRYMAN ALL4,2.0,4,Auto(S8),22,,25,Turbocharged,Semi-Automatic,8,All Wheel Drive,Midsize Cars,2017-04-15 00:00:00,401,296,354,30.0
2018,BMW,Mini,JCW COUNTRYMAN ALL4,2.0,4,Manual(M6),20,,24,Turbocharged,Manual,6,All Wheel Drive,Midsize Cars,2017-04-15 00:00:00,432,301,373,29.0
2018,BMW,BMW,X1 xDrive28i,2.0,4,Auto(S8),22,,25,Turbocharged,Semi-Automatic,8,All Wheel Drive,Large Cars,2017-07-31 00:00:00,403,284,349,31.0
2018,BMW,BMW,X1 sDrive28i,2.0,4,Auto(S8),23,,26,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Front",Large Cars,2017-07-31 00:00:00,386,275,337,32.0
2018,BMW,BMW,230i Coupe,2.0,4,Auto(S8),24,,28,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Subcompact Cars,2017-07-31 00:00:00,369,255,318,35.0
2018,BMW,BMW,230i Coupe,2.0,4,Manual(M6),21,,25,Turbocharged,Manual,6,"2-Wheel Drive, Rear",Subcompact Cars,2017-07-31 00:00:00,424,280,360,32.0
2018,BMW,BMW,230i xDrive Coupe,2.0,4,Auto(S8),24,,27,Turbocharged,Semi-Automatic,8,All Wheel Drive,Subcompact Cars,2017-07-31 00:00:00,372,267,325,33.0
2018,BMW,BMW,230i Convertible,2.0,4,Auto(S8),24,,27,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Subcompact Cars,2017-07-31 00:00:00,375,261,324,34.0
2018,BMW,BMW,230i xDrive Convertible,2.0,4,Auto(S8),23,,27,Turbocharged,Semi-Automatic,8,All Wheel Drive,Subcompact Cars,2017-07-31 00:00:00,385,271,333,33.0
2018,BMW,BMW,M240i Coupe,3.0,6,Auto(S8),21,,24,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",Subcompact Cars,2017-08-01 00:00:00,417,294,362,30.0
2018,BMW,BMW,M240i Coupe,3.0,6,Manual(M6),19,,22,Turbocharged,Manual,6,"2-Wheel Drive, Rear",Subcompact Cars,2017-08-01 00:00:00,471,315,401,28.0
